,Survived,Pclass,Age,SibSp,Parch,Fare,male,C,Q,S
0,0,0.8273772438659699,-0.5924805998028931,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,1,0,0,1
1,1,-1.5661069258891576,0.6387890120425208,0.4327933656785018,-0.4736736092984604,0.7868452935884461,0,1,0,0
2,1,0.8273772438659699,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0,0,0,1
3,1,-1.5661069258891576,0.40792595982150565,0.4327933656785018,-0.4736736092984604,0.4207302360686478,0,0,0,1
4,0,0.8273772438659699,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,1,0,0,1
5,0,0.8273772438659699,0.0,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,1,0,1,0
6,0,-1.5661069258891576,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,0.395813560675251,1,0,0,1
7,0,0.8273772438659699,-2.1315676146096605,2.2474704895351842,0.7676298785983874,-0.22408312108167944,1,0,0,1
8,1,0.8273772438659699,-0.20770884610120124,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,0,0,0,1
9,1,-0.3693648410115938,-1.2081154057256,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0,1,0,0
10,1,0.8273772438659699,-1.9776589131289837,0.4327933656785018,0.7676298785983874,-0.312172377522981,0,0,0,1
11,1,-1.5661069258891576,2.177876026849288,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,0,0,0,1
12,0,0.8273772438659699,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,1,0,0,1
13,0,0.8273772438659699,0.7157433627828591,0.4327933656785018,5.73284383018578,-0.01870931177853076,1,0,0,1
14,0,0.8273772438659699,-1.2081154057256,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,0,0,1
15,1,-0.3693648410115938,1.947012974628273,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,0,0,0,1
16,0,0.8273772438659699,-2.1315676146096605,3.1548090514635256,0.7676298785983874,-0.06199888922968463,1,0,1,0
17,1,-0.3693648410115938,0.0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,1,0,0,1
18,0,0.8273772438659699,0.1001085568601522,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,0,0,0,1
19,1,0.8273772438659699,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0,1,0,0
20,0,-0.3693648410115938,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,1,0,0,1
21,1,-0.3693648410115938,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,1,0,0,1
22,1,0.8273772438659699,-1.1311610549852615,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,0,0,1,0
23,1,-1.5661069258891576,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,1,0,0,1
24,0,0.8273772438659699,-1.6698415101676303,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0,0,0,1
25,1,0.8273772438659699,0.6387890120425208,0.4327933656785018,5.73284383018578,-0.016444159470040135,0,0,0,1
26,0,0.8273772438659699,0.0,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,1,1,0,0
27,0,-1.5661069258891576,-0.8233436520239081,2.2474704895351842,2.0089333664952354,4.647001076532463,1,0,0,1
28,1,0.8273772438659699,0.0,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0,0,1,0
29,0,0.8273772438659699,0.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,1,0,0,1
30,0,-1.5661069258891576,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,1,1,0,0
